icao,iata,name,lat,lon,tz,country
6IL7,,Kleinik Airport,39.383024,-89.256254,America/Chicago,US
6IL9,,Geldean Airport,41.513995,-89.631052,America/Chicago,US
6IN2,,Whelen Airport,39.493611,-85.648611,America/Indiana/Indianapolis,US
6IN3,,Wyandotte Airport,40.349167,-86.763889,America/Indiana/Indianapolis,US
6IN4,,Fischer Field,39.465833,-85.698611,America/Indiana/Indianapolis,US
6IN6,,Pegasus Farms Airfield,39.548889,-86.476667,America/Indiana/Indianapolis,US
6IN8,,Mcminn Airport,39.528611,-85.333333,America/Indiana/Indianapolis,US
6IS0,,Day Aero-Place Airport,40.095033,-88.128654,America/Chicago,US
6IS8,,Trisler Airport,39.990154,-87.887485,America/Chicago,US
6KS2,,Stevenson Private Airport,39.441656,-100.627261,America/Chicago,US
6KS4,,Bussen Airport,38.905104,-101.782971,America/Denver,US
6KS7,,Bug Field,37.810601,-97.797345,America/Chicago,US
6KS8,,Towanda Farms Airport,37.771284,-97.033036,America/Chicago,US
6KY3,,Flying C Farms Airport,38.328611,-85.214167,America/New_York,US
6KY4,,Adair Airport,36.753333,-85.953889,America/Chicago,US
6KY6,,Jeffries Farm Airport,38.359969,-85.363658,America/New_York,US
6LA1,,Cottonwood Airport,32.984013,-91.205943,America/Chicago,US
6LA4,,Dyer Airport,30.807139,-92.591807,America/Chicago,US
6LA5,,Church Point Flyers Airport,30.454775,-92.240575,America/Chicago,US
6LA6,,Williams Flying Service Airport,32.218207,-91.868185,America/Chicago,US
6LL4,,Wildy Field,38.267549,-89.89177,America/Chicago,US
6LL5,,Smith Airport,39.789493,-89.991222,America/Chicago,US
6LL6,,Fischer's Airport,38.491716,-89.663427,America/Chicago,US
6MA2,,Meadowbrook Airport,42.860089,-70.996556,America/New_York,US
6MD1,,Dileo Field,38.836389,-75.906389,America/New_York,US
6MD3,,Harp Airport,39.596944,-77.546667,America/New_York,US
6MD4,,Pembroke Farm Airport,39.719442,-76.208414,America/New_York,US
6MD7,,D'Angelo Airport,39.339167,-75.766667,America/New_York,US
6MD8,,Delmarvair Airport,38.442089,-75.402958,America/New_York,US
6ME6,,Abbotts Airport,44.353333,-70.395,America/New_York,US
6MI1,,Jensen Field,43.26308,-83.563845,America/Detroit,US
6MI3,,Curt's Place Airport,42.763081,-85.982815,America/Detroit,US
6MI6,,Landing Strip De Rey Rey Airport,41.852823,-86.436128,America/Detroit,US
6MI7,,J P's Field,42.806136,-85.934203,America/Detroit,US
6MN0,,Sky Blue Airfield,47.055556,-95.423056,America/Chicago,US
6MN7,,Sodbuster Strip,44.401042,-92.6876,America/Chicago,US
6MN9,,Benson Airport,45.116633,-92.996051,America/Chicago,US
6MO0,,Blackhawk Airport,38.955605,-90.814852,America/Chicago,US
6MO2,,Ste Genevieve Flying Club Airport,37.986164,-90.033445,America/Chicago,US
6MO3,,Flying 'E' Airport,37.349167,-92.128333,America/Chicago,US
6MO4,,Wixted Airport,38.041697,-93.783545,America/Chicago,US
6MO7,,Riverside Landings Airport,37.029219,-93.166848,America/Chicago,US
6MS1,,Woodbridge Airport,32.455833,-89.969722,America/Chicago,US
6MS6,,Kaehr Airport,32.401461,-89.897082,America/Chicago,US
6MU4,,Flying Shamrock Airport,39.037817,-91.725444,America/Chicago,US
6MU5,,Carp Farms Airport,39.364317,-93.778268,America/Chicago,US
6MU9,,Craddock Field,37.534767,-91.965158,America/Chicago,US
6NA5,,Chase Airstrip,46.912785,-102.009051,America/North_Dakota/New_Salem,US
6NA6,,Marsh Brothers Airstrip,48.619514,-100.980039,America/Chicago,US
6NC0,,Cox-Grantham Airfield,35.289064,-78.179594,America/New_York,US
6NC1,,Little Mountain Airport,35.5918,-81.079522,America/New_York,US
6NC2,,Wilhelm Airport,35.51125,-80.558121,America/New_York,US
6NC3,,Eastover Air Ranch Airport,35.086389,-78.772222,America/New_York,US
6NC4,,Brown Airport,35.905688,-81.139526,America/New_York,US
6NC5,,Thompson Farms Airport,36.024972,-77.659394,America/New_York,US
6NC7,,Circle P Farm Airport,34.751389,-76.906111,America/New_York,US
6NC8,,Marchmont Plantation Airpark,35.938192,-80.384499,America/New_York,US
6NC9,,Moss Hill Airport,35.202107,-77.750532,America/New_York,US
6ND2,,Larson Airport,46.258856,-98.387877,America/Chicago,US
6ND3,,Lisburg Airport,47.069693,-96.940639,America/Chicago,US
6ND6,,Fugleberg Farm Airport,47.516654,-97.550369,America/Chicago,US
6ND9,,Skinningsrud Airport,48.392794,-101.764051,America/Chicago,US
6NE0,,Van Boening Airport,40.786948,-101.165712,America/Chicago,US
6NE3,,Beaver Landing Airport,41.84515,-96.123894,America/Chicago,US
6NE7,,Lee Field,40.24445,-100.337921,America/Chicago,US
6NE8,,Hoppy's Airport,40.086939,-101.568778,America/Denver,US
6NK0,,Knapp Airport,42.595833,-74.820556,America/New_York,US
6NR6,,Patton Valley Airport,35.662222,-81.872778,America/New_York,US
6NY1,,Old Port Royal Airport,42.112852,-77.089414,America/New_York,US
6NY3,,Airy-Acres Airport,42.642619,-76.728844,America/New_York,US
6NY4,,West Township Airport,42.700354,-74.155129,America/New_York,US
6NY7,,Piolis Brookside Airport,41.865371,-74.332928,America/New_York,US
6OG3,,Sky Wagon Ranch Llc Airport,42.130283,-121.531633,America/Los_Angeles,US
6OH1,,Missler-Bellevue Airport,41.286164,-82.866577,America/New_York,US
6OH4,,Aring Field,41.358386,-83.558264,America/New_York,US
6OH7,,Nietz Airport,41.406894,-83.679844,America/New_York,US
6OH9,,Kemps Field Of Dreams Airport,40.105884,-84.399949,America/New_York,US
6OK1,,John Reid Airport,36.001481,-95.003014,America/Chicago,US
6OK2,,Redhills Airport,35.062843,-97.895321,America/Chicago,US
6OK3,,Johnson Field,36.358947,-98.143872,America/Chicago,US
6OK9,,Mulberry Hill Airport,36.141556,-96.943194,America/Chicago,US
6OR1,,Pointers Airport,45.572063,-121.272017,America/Los_Angeles,US
6OR2,,Chenoweth Airpark,45.6107,-121.279089,America/Los_Angeles,US
6OR4,,Tailwheel Airport,44.273182,-120.794742,America/Los_Angeles,US
6OR6,,Wonder Airport,42.391503,-123.53451,America/Los_Angeles,US
6OR7,,Schmidt Airport,45.452898,-122.321111,America/Los_Angeles,US
6OR8,,Knokey Field,44.532319,-122.982869,America/Los_Angeles,US
6PA3,,Hackenburg-Penny Hill Airport,41.150081,-76.899686,America/New_York,US
6PA4,,Scandia Air Park,41.930615,-79.034209,America/New_York,US
6PA5,,Botsford Aerodrome,40.113422,-77.454152,America/New_York,US
6PA8,,Tall Pines Airfield,41.201389,-77.440833,America/New_York,US
6PN9,,Mc Donald's Airport,40.886198,-76.153546,America/New_York,US
6PS3,,Champ Field,41.95896,-77.426111,America/New_York,US
6PS8,,Tyler Airport,41.816719,-75.698783,America/New_York,US
6SD4,,Xpoint Airport,43.167199,-103.90975,America/Denver,US
6TA0,,Rocking R Ranch Airport,30.799572,-100.334097,America/Chicago,US
6TA2,,Flying Tiger Field,33.372222,-96.362222,America/Chicago,US
6TA3,,Culp Airport,32.721389,-96.723889,America/Chicago,US
6TA8,,Spears Ranch Airport,30.831833,-97.670239,America/Chicago,US
6TA9,,Anderson Ranch Airport,28.612903,-99.180392,America/Chicago,US
6TE0,,Skalitsky Airport,26.290349,-97.949446,America/Chicago,US
6TE3,,Hahns Airport,28.948873,-96.549696,America/Chicago,US
6TE4,,Circle Wc Ranch Airport,33.440311,-94.927992,America/Chicago,US
6TE5,,Kubecka Flying Service Inc Airport,28.980817,-96.62192,America/Chicago,US
6TE6,,6666 Ranch Airport,33.642783,-100.3472,America/Chicago,US
6TE7,,Mc Neill Ranch Airport,34.837556,-101.578788,America/Chicago,US
6TN1,,Weakleys Field,36.405278,-87.082222,America/Chicago,US
6TN4,,The Aviation Valley Airport,35.421944,-86.290278,America/Chicago,US
6TN5,,Levairport Airport,35.248078,-86.831067,America/Chicago,US
6TN7,,St Somewhere Airport,35.023889,-89.205,America/Chicago,US
6TN9,,Dripping Springs Farm Airport,36.061389,-87.247222,America/Chicago,US
6TS0,,True Airport,34.08922,-101.740461,America/Chicago,US
6TS1,,Worrell Airport,31.177947,-98.073083,America/Chicago,US
6TS2,,Dauenhauer Field,33.015833,-97.635,America/Chicago,US
6TS4,,Stampede Valley Airport,31.186287,-97.390563,America/Chicago,US
6TS8,,Rabb And Nobra Airport,30.003561,-96.581012,America/Chicago,US
6TX0,,Yancey Creek Ranch North Airport,31.047857,-98.365507,America/Chicago,US
6TX1,,Snowden Field,30.728833,-99.340181,America/Chicago,US
6TX2,,Rancho Sabino Grande Airport,29.550481,-99.516225,America/Chicago,US
6TX4,,Whitfield Airport,34.3434,-101.544336,America/Chicago,US
6TX6,,Jtj Ranch Airport,32.082556,-96.356667,America/Chicago,US
6TX7,,Flying L Airpark,32.537638,-97.130843,America/Chicago,US
6TX9,,Stovall Ranch Nr 4 Airport,29.854913,-102.791545,America/Chicago,US
6VA2,,Loury Lester Airpark,36.741804,-79.847815,America/New_York,US
6VA4,,Summit Airport,37.284857,-80.069762,America/New_York,US
6VA9,,Bush Airport,36.842634,-80.238382,America/New_York,US
6WA2,,Gower Field,47.111485,-122.821247,America/Los_Angeles,US
6WA3,,Green Acres Airport,46.608626,-119.290418,America/Los_Angeles,US
6WA4,,Ochoa Field,46.863522,-119.142869,America/Los_Angeles,US
6WA5,,Wilding Farm Airport,48.575614,-122.943616,America/Los_Angeles,US
6WA6,,Carr Airport,46.278469,-118.956115,America/Los_Angeles,US
6WI0,,Cub Acres Airport,45.180836,-91.988197,America/Chicago,US
6WI1,,Winch Airfield,44.495239,-89.912627,America/Chicago,US
6WI2,,St Croix Riviera Airport,44.843856,-92.755757,America/Chicago,US
6WI3,,Bountiful Acres Airport,42.700167,-88.7125,America/Chicago,US
6WI4,,Saxon Airport,46.515503,-90.431569,America/Chicago,US
6WI6,,Drew 9 Airport,45.743247,-91.652658,America/Chicago,US
6WN5,,Airwolfe Airport,44.499829,-92.198841,America/Chicago,US
6WN6,,Fountain Prairie Airport,43.37999,-89.010665,America/Chicago,US
6XA0,,Circle Ranch Airport,30.351164,-99.173056,America/Chicago,US
6XA4,,Zadow Air Airport,29.991817,-95.954517,America/Chicago,US
6XS2,,Luscombe Acres Airport,32.346248,-97.198578,America/Chicago,US
6XS4,,Pfeffer 2 Airport,29.945961,-95.941356,America/Chicago,US
6XS7,,Eugene's Dream Airport,33.045278,-97.674806,America/Chicago,US
6XS9,,Harmony Field,29.296071,-98.379458,America/Chicago,US
70AK,,Bangerter Field,60.517778,-150.959722,America/Anchorage,US
70AR,,Randal Field,35.994515,-89.997311,America/Chicago,US
70FA,,Wee Bee Sky Ranch Airport,27.562175,-80.599369,America/New_York,US
70II,,Nasby Airport,39.521715,-85.686366,America/Indiana/Indianapolis,US
70IN,,Lewis Airfield,39.18172,-85.151348,America/Indiana/Indianapolis,US
70KS,,Bannon Field,37.581944,-96.945968,America/Chicago,US
70KY,,Vine Grove Airport,37.815901,-85.964685,America/New_York,US
70LA,,Roland Airport,31.169073,-92.756259,America/Chicago,US
70LL,,Adams Number 1 Airport,40.9417,-88.750067,America/Chicago,US
70MO,,Lovers Lane Airport,38.64692,-94.118927,America/Chicago,US
70NC,,Martindale Executive Airpark,36.544589,-78.14805,America/New_York,US
70ND,,Oak Creek Airport,47.933136,-101.148178,America/Chicago,US
70NJ,,Parker Airport,40.677045,-75.024616,America/New_York,US
70NR,,Ruby's Landing Airport,35.219467,-78.366861,America/New_York,US
70OK,,Old 66 Strip,36.833675,-94.904119,America/Chicago,US
70PN,,Sanders Personal Use Airport,41.989167,-79.301111,America/New_York,US
70TA,,Zoch Airport,31.193503,-95.893731,America/Chicago,US
70TE,,Claassen Airport,33.321667,-96.324058,America/Chicago,US
70TT,,Big Bend Valley Airport,29.614028,-103.552778,America/Chihuahua,US
70XA,,Looney Airstrip,33.392714,-94.441422,America/Chicago,US
70XS,,Restoration Ranch Airport,29.993269,-98.043342,America/Chicago,US
71AK,,Bluff Park Farm Airport,61.527639,-149.496311,America/Anchorage,US
71AR,,Diamond C Airport,36.282576,-94.473764,America/Chicago,US
71CL,,Gunnersfield Ranch Airport,39.352664,-122.093866,America/Los_Angeles,US
71KS,,Stonehenge Airport,39.104167,-95.296083,America/Chicago,US
71KY,,Sunrise Acres Airport,39.034781,-84.872728,America/New_York,US
71LA,,Lost Airfield,30.421204,-92.234199,America/Chicago,US
71LL,,Riverode Farms Airport,40.842533,-88.559781,America/Chicago,US
71ME,,Twin Eagles Airport,43.966944,-70.601111,America/New_York,US
71MI,,Johnston Airport,42.084444,-83.517222,America/Detroit,US
71MO,,Famuliner Farms Airport,39.291966,-93.384097,America/Chicago,US
71NC,,K & D Airport,36.263333,-79.449722,America/New_York,US
71OK,,Neuwirth Airstrip,34.576211,-98.483,America/Chicago,US
71OR,,Cerny Airport,44.2445,-119.126242,America/Los_Angeles,US
71PN,,Schulteis Field,39.91815,-77.045533,America/New_York,US
71TA,,Chumchal Farms Airport,29.386439,-96.122632,America/Chicago,US
71TE,,Moursund Ranch Airport,30.377974,-98.376134,America/Chicago,US
71TN,,Kraschenbern Airport,36.383333,-80.736667,America/New_York,US
71TS,,Fairmount Airport,31.218656,-93.701897,America/Chicago,US
71TX,,Grier Airport,29.872717,-98.732249,America/Chicago,US
71XA,,Red Star Airport,32.352931,-95.716328,America/Chicago,US
71XS,,Comanche Hills Ranch Airport,31.166856,-98.245839,America/Chicago,US
72AR,,Caddo Lndg Airport,34.300259,-93.482479,America/Chicago,US
72CL,,Iron Mountain Pumping Plant Airport,34.134178,-115.119144,America/Los_Angeles,US
72FL,,Gator Airpark,28.157516,-81.234797,America/New_York,US
72GA,,Barbour Island Airport,31.583554,-81.233153,America/New_York,US
72IN,,River View Field,41.178461,-87.318,America/Indiana/Winamac,US
72KS,,Hillbillies Airport,39.027183,-97.959356,America/Chicago,US
72KY,,Carr Airport,36.765083,-84.199379,America/New_York,US
72LL,,Foley Airport,41.373647,-89.344533,America/Chicago,US
72ME,,Philbrick Mountain Airport,44.635278,-68.6325,America/New_York,US
72MI,,Northwoods Airport,46.286222,-89.278083,America/Menominee,US
72MO,,Sunnys Field,38.425972,-91.245278,America/Chicago,US
72ND,,Berg Field,47.661099,-97.592033,America/Chicago,US
72NM,,Otero Mill Airport,32.958421,-105.963044,America/Denver,US
72OR,,Ochs Private Airport,44.789039,-120.958506,America/Los_Angeles,US
72TA,,Pierce Field,28.45273,-96.299756,America/Chicago,US
72TE,,Chaparrosa Ranch Airport,28.879056,-99.992472,America/Chicago,US
72TS,,Galaxy Ranch Airport,29.360802,-96.622473,America/Chicago,US
72XA,,Stiffs Airpark,29.486632,-96.041286,America/Chicago,US
72XS,,Whitaker's Landing Airport,33.693268,-95.308711,America/Chicago,US
73AR,,Dogwood Airport,35.048522,-92.053742,America/Chicago,US
73AZ,,Dunton Ranch Airport,35.201944,-113.360833,America/Phoenix,US
73CA,,Bear Valley Airport,38.458801,-120.039909,America/Los_Angeles,US
73CL,,Julian Hinds Pump Plant Airstrip,33.698907,-115.636933,America/Los_Angeles,US
73CO,,Flying D Ranch Airport,37.755617,-104.646781,America/Denver,US
73FD,,Brookins Air Strip,29.510795,-82.86012,America/New_York,US
73IA,,Harris Field,43.235556,-93.208333,America/Chicago,US
73IN,,Benham Airport,38.976667,-87.0225,America/Indiana/Indianapolis,US
73KY,,Brooks Field,38.033306,-85.800833,America/New_York,US
73MD,,Swan Creek Airport,39.175278,-76.2425,America/New_York,US
73NY,,Olmstead Landing Strip,42.265767,-75.310033,America/New_York,US
73OH,,Thompson Drag Raceway Airport,41.646999,-81.008706,America/New_York,US
73OI,,Rick's Airport,41.574497,-81.075653,America/New_York,US
73OK,,Spring Creek Ranch Airport,34.357028,-96.734861,America/Chicago,US
73OR,,Ribbon Ridge Airport,45.370394,-123.065104,America/Los_Angeles,US
73PA,,Gilbert Airport,39.929543,-76.770803,America/New_York,US
73PN,,Finkhaven Airport,41.368409,-77.07108,America/New_York,US
73TA,,Reynolds Ranch Airport,26.158425,-97.388689,America/Chicago,US
73TE,,Moore Pvt Airport,32.925,-97.558333,America/Chicago,US
73TS,,South Trap Airport,31.005653,-100.257778,America/Chicago,US
73TX,,Sandy Creek Airport,30.569528,-95.482361,America/Chicago,US
73WA,,7 Bays Airport,47.850991,-118.330266,America/Los_Angeles,US
73WI,,Vetterkind Strip,45.240517,-91.508773,America/Chicago,US
73WT,,Mc Gregor Airport,46.717214,-118.097419,America/Los_Angeles,US
73XA,,Tres Amigos Airport,31.748061,-101.565922,America/Chicago,US
73XS,,Second F Airport,31.786111,-101.534444,America/Chicago,US
74AK,,Maud Road Strip,61.582311,-148.996981,America/Anchorage,US
74AR,,Freedom Field,34.537792,-92.187097,America/Chicago,US
74AZ,,Rancho San Marcos Airport,31.619611,-110.047361,America/Phoenix,US
74CN,,Camatta Ranch Airstrip,35.476358,-120.309022,America/Los_Angeles,US
74CO,,Westberg-Rosling Farms Airport,40.047205,-104.209396,America/Denver,US
74FD,,Clarksville Airport,30.464084,-85.177143,America/New_York,US
74FL,,Jefferson Landings Airport,30.584647,-83.707937,America/New_York,US
74GA,,Johnson Airport,33.225722,-84.665889,America/New_York,US
74IL,,Corn Alley 2 Airport,40.755697,-89.016336,America/Chicago,US
74KS,,Ensminger Airport,37.933369,-95.2172,America/Chicago,US
74KY,,Terry Field,36.898667,-88.846724,America/Chicago,US
74LA,,Promised Landings Airport,30.31164,-90.835818,America/Chicago,US
74MU,,Koala-T Field,39.039892,-91.130446,America/Chicago,US
74ND,,Metz Field,47.747742,-97.501681,America/Chicago,US
74NK,,Sunside Airport,42.327222,-74.063056,America/New_York,US
74NY,,New Salem Aerodrome,43.005617,-77.291378,America/New_York,US
74OK,,Pegasus Airpark,35.947725,-97.489285,America/Chicago,US
74TE,,Flat Top Ranch Airport,32.061389,-97.794833,America/Chicago,US
74TN,,Hog Lot Landing Airport,35.139167,-85.212083,America/New_York,US
74TX,,Fort Clark Springs Airport,29.286624,-100.433689,America/Chicago,US
74XA,,Gun Barrel City Airpark,32.354722,-96.145556,America/Chicago,US
75AK,,Henley Airport,60.593067,-151.327956,America/Anchorage,US
75AR,,The Bluffs Airport,36.296178,-92.215989,America/Chicago,US
75CO,,Mrw Farms Airfield,40.686137,-104.799729,America/Denver,US
75DC,,Oakesdale Airport,47.141561,-117.235739,America/Los_Angeles,US
75FA,,Brownville Airport,27.295835,-81.883177,America/New_York,US
75FL,,Sandy Creek Airpark,30.102736,-85.479153,America/New_York,US
75IN,,Fulton Field,40.158831,-87.489347,America/Indiana/Indianapolis,US
75KS,,7Up Ranch Airport,37.094403,-95.162761,America/Chicago,US
75KY,,Hisle Field,37.944167,-83.997778,America/New_York,US
75MI,,Norton Field,42.971389,-82.847778,America/Detroit,US
75MN,,Galler's Airport,44.186633,-93.714117,America/Chicago,US
75NC,,Meylor Landing Airport,36.22125,-80.033333,America/New_York,US
75NE,,Heaton Airport,41.445828,-95.956679,America/Chicago,US
75NR,,Hamptonville Airport,36.092014,-80.788975,America/New_York,US
75NY,,Reiss Game Farm Airport,42.116732,-78.315571,America/New_York,US
75OH,,Hickerson Airport,39.939297,-83.902082,America/New_York,US
75OI,,Soltis Field,40.503671,-83.090189,America/New_York,US
75PA,,Marther Field,41.873111,-80.458958,America/New_York,US
75TA,,Coleman Cattle Company Nr 1 Airport,32.534508,-101.725433,America/Chicago,US
75TE,,Womack Farm Airport,31.747384,-97.246119,America/Chicago,US
75TS,,Venus Airport,32.416389,-97.091944,America/Chicago,US
75TX,,Leona Ranch Airport,29.500229,-100.367024,America/Chicago,US
75WA,,Port Elsner Airport,45.802064,-121.479519,America/Los_Angeles,US
75WI,,Smies Airport,43.588886,-87.784254,America/Chicago,US
75WV,,Nicholson Airport,39.1659,-80.650806,America/New_York,US
75XA,,Rocking B Cattle Airport,30.535835,-95.083707,America/Chicago,US
75XS,,Rowland Dusters Airport,26.490375,-97.959872,America/Chicago,US
76AK,,Pogo Mine Airstrip,64.467464,-144.920892,America/Anchorage,US
76AR,,Johnson Field,36.349667,-92.450556,America/Chicago,US
76CO,,Hoy Airstrip,39.835817,-104.422182,America/Denver,US
76FD,,Peavy Farms Airport,30.670206,-84.4149,America/New_York,US
76GA,,Landings East Sylvania Airport,32.744722,-81.613056,America/New_York,US
76II,,Ries Airport,41.276437,-85.271086,America/Indiana/Indianapolis,US
76KS,,Vintage Field,38.090674,-97.202583,America/Chicago,US
76KY,,Buzzard's Roost Airport,38.014798,-84.841616,America/New_York,US
76LS,,Cool Creek Airport,30.956208,-90.546725,America/Chicago,US
76MN,,Hemmingsen Airport,47.596351,-96.021706,America/Chicago,US
76NC,,Dunroamin Farms Airport,36.159876,-77.624696,America/New_York,US
76OK,,Odom's Roost Airport,35.284786,-97.616983,America/Chicago,US
76TA,,Postoak Airport,31.301419,-98.224372,America/Chicago,US
76TE,,Big Tank Ranch Airport,31.500121,-105.083837,America/Denver,US
76WA,,Heineck Farm Airport,48.005097,-122.133745,America/Los_Angeles,US
76XA,,High Lonesome Airport,29.912306,-97.373306,America/Chicago,US
77AK,,Tidewater Airport,61.502669,-149.595656,America/Anchorage,US
77AR,,Benoit Airfield,34.5975,-92.936944,America/Chicago,US
77CA,,Daulton Airport,37.120779,-119.98794,America/Los_Angeles,US
77CL,,Baker & Hall Airport,36.717726,-119.137058,America/Los_Angeles,US
77GA,,Toland Airport,33.164008,-84.213531,America/New_York,US
77ID,,Ashley Airport,43.524444,-116.406944,America/Boise,US
77KS,,Riverbend Ranch Airport,37.647486,-96.841453,America/Chicago,US
77KY,,One Oak Airport,38.11119,-83.873532,America/New_York,US
77MI,,Doren Field,43.1987,-85.593955,America/Detroit,US
77MN,,Klamar Field,48.371356,-95.788059,America/Chicago,US
77MT,,Ferguson Airport,45.824735,-108.41657,America/Denver,US
77NC,,Winnabow Airport,34.152115,-78.105549,America/New_York,US
77NV,,Flying Eagle Airport,39.846667,-119.686667,America/Los_Angeles,US
77PA,,Nardo Airport,40.583401,-79.899775,America/New_York,US
77PN,,Gilfert Airport,40.783967,-77.206651,America/New_York,US
77TA,,Sword's Landing Airport,33.150833,-96.011944,America/Chicago,US
77TE,,Foggy Bottom Airport,33.036678,-95.293183,America/Chicago,US
77TN,,Darnell's Field,36.509167,-82.681667,America/New_York,US
77TS,,Flying R Ranch Airport,29.799444,-98.085,America/Chicago,US
77TX,,Circle W Ranch Airport,32.686356,-97.839742,America/Chicago,US
77XA,,Xl Ranch Airport,29.826003,-94.511022,America/Chicago,US
77XS,,Garrett Ranch Airport,29.291844,-95.35929,America/Chicago,US
78AA,,Lakewood Airport,64.771761,-147.246692,America/Anchorage,US
78AK,,C T S Airport,61.734944,-150.537514,America/Anchorage,US
78AR,,Cedar Crest Airstrip,36.485876,-92.863171,America/Chicago,US
78FD,,Mac's Field,25.546497,-80.465612,America/New_York,US
78FL,,Pomona Landing Airport,29.502192,-81.578408,America/New_York,US
78GA,,C&R Farm Airport,33.504279,-85.017164,America/New_York,US
78II,,Fox Station Airport,40.636153,-85.688035,America/Indiana/Indianapolis,US
78LA,,Naquin Field,29.735178,-90.700701,America/Chicago,US
78ME,,Eric's Field,43.753056,-70.259167,America/New_York,US
78MI,,Carls Airport,42.040599,-83.303541,America/Detroit,US
78MN,,Hagens Airport,48.378857,-95.811671,America/Chicago,US
78MO,,Snouffer Field,37.456557,-92.404131,America/Chicago,US
78MU,,Stony Branch Airport,37.296443,-94.195221,America/Chicago,US
78NC,,Fuquay/Angier Field,35.543344,-78.750461,America/New_York,US
78NY,,Flying F Airport,43.081389,-78.779444,America/New_York,US
78OH,,Valley City Flying Club Airport,41.257444,-81.9693,America/New_York,US
78OR,,Crowley Ranch Airstrip,43.307936,-117.894346,America/Boise,US
78TA,,Ranch-Aero Airport,29.072181,-98.783581,America/Chicago,US
78VA,,Rassawek Airstrip,37.750831,-78.128137,America/New_York,US
78WA,CWS,Center Island Airport,48.490101,-122.832121,America/Los_Angeles,US
78XA,,Wayport Airport,32.739206,-97.917739,America/Chicago,US
78XS,,Smith Aviation Inc Airport,29.053034,-96.262187,America/Chicago,US
79AK,,Huttunen Strip,61.481839,-149.744019,America/Anchorage,US
79AR,,Franke Field,34.852867,-92.048199,America/Chicago,US
79CL,,Milhous Ranch Airport,39.324893,-121.076063,America/Los_Angeles,US
79FD,,Midway Lake Airport,28.041958,-82.092586,America/New_York,US
79FL,,Good Dog Landing Airport,29.552738,-82.868732,America/New_York,US
79GA,,Coates Airport,31.491283,-85.016594,America/New_York,US
79ID,,Clear Creek Int Airport,46.048922,-115.869861,America/Los_Angeles,US
79II,,Harter Flying Field,39.883376,-85.702477,America/Indiana/Indianapolis,US
79IS,,Hartwell Ranch Airport,39.44477,-90.562069,America/Chicago,US
79KY,,Lucas Field,37.871278,-84.610528,America/New_York,US
79MI,,Davis Field,41.997942,-84.476389,America/Detroit,US
79MN,,Paul Field,48.377745,-95.754446,America/Chicago,US
79MO,,Faries Field,36.986667,-90.543333,America/Chicago,US
79MT,,Johny Creek Airport,46.430386,-104.244194,America/Denver,US
79MU,,Dunham Airport,39.330251,-94.557406,America/Chicago,US
79NC,,Ball Airport,36.134316,-78.281939,America/New_York,US
79NR,,Wyatt Airport,36.367281,-76.298964,America/New_York,US
79OH,,Smith-Stewart Field,41.209779,-80.683132,America/New_York,US
79OK,,Wilson Ranch Airport,36.313675,-96.085706,America/Chicago,US
79SC,,Green Sea Airport,34.185556,-79.020588,America/New_York,US
79TE,,Arrowhead Airport,28.115566,-97.930834,America/Chicago,US
79TS,,Tallows Field,33.304281,-96.747218,America/Chicago,US
79TX,,Spring Creek Field,31.90125,-97.854333,America/Chicago,US
79VG,,Perkey Airport,37.665278,-79.812417,America/New_York,US
79WA,,Rnr Farms Airport,46.166275,-123.361844,America/Los_Angeles,US
79WS,,Moose Creek Farm Airport,42.697961,-89.786574,America/Chicago,US
79WT,,West Ranch Airport,47.091001,-120.589403,America/Los_Angeles,US
79XA,,Hacienda Rio Lindo Ranch Airport,30.235,-101.663472,America/Chicago,US
79XS,,Silverton Municipal Airport,34.466731,-101.300438,America/Chicago,US
7AK0,,Hillside Airstrip,61.466324,-150.617914,America/Anchorage,US
7AK2,,Snettisham Airport,58.134396,-133.729513,America/Juneau,US
7AK3,,Gaede Airport,60.476372,-151.166114,America/Anchorage,US
7AK4,,Jack Fish Landing Airport,61.541481,-149.460681,America/Anchorage,US
7AK5,,Dahler Homestead Airport,60.503597,-150.93555,America/Anchorage,US
7AK6,,Dan France Airport,60.475818,-150.928879,America/Anchorage,US
7AK8,,Crosswinds Landing Airport,61.62125,-149.614919,America/Anchorage,US
7AK9,,Vinduska Airport,61.646831,-149.048539,America/Anchorage,US
7AL2,,Peterson Field,33.864821,-86.310836,America/Chicago,US
7AL5,,Liberty Field,31.289903,-85.540478,America/Chicago,US
7AL7,,Pratt Landing Airport,31.0645,-85.439389,America/Chicago,US
7AL9,,Horak Airport,30.469228,-87.543911,America/Chicago,US
7AR0,,Hammer Field,36.431444,-93.699306,America/Chicago,US
7AR1,,Wards Airport,33.050067,-91.340731,America/Chicago,US
7AR2,,Verser's Landing Airport,35.5572,-92.1321,America/Chicago,US
7AR3,,Runsick Flying Service Airport,35.151111,-90.815556,America/Chicago,US
7AR6,,Rbc Airport,35.795794,-90.802375,America/Chicago,US
7AR7,,Riddell Field,34.321197,-90.857669,America/Chicago,US
7AR8,,Shiloh Airport,34.665085,-91.17665,America/Chicago,US
7AR9,,Cullen Airport,35.956381,-90.812983,America/Chicago,US
7AZ4,,Rancho Relaxo Airport,31.938611,-109.588333,America/Phoenix,US
7CA1,,Abraham Ranch Airport,34.414722,-116.622524,America/Los_Angeles,US
