icao,iata,name,lat,lon,tz,country
MO09,,Sharpe Farms Airport,40.023653,-91.87378,America/Chicago,US
MO11,,Barron Aviation Airport,39.400444,-91.582892,America/Chicago,US
MO13,,B And S Farms Airfield,36.640433,-94.489347,America/Chicago,US
MO14,,Marshall Field,37.422778,-93.208611,America/Chicago,US
MO15,,C2K Airport,37.37105,-93.143006,America/Chicago,US
MO17,,Garst Airport,40.480457,-95.648562,America/Chicago,US
MO18,,Bill Lee Memorial Airport,37.122754,-93.092132,America/Chicago,US
MO22,,Jta Asbell Field,37.192731,-94.550313,America/Chicago,US
MO23,,Phillips Field,38.640929,-92.5291,America/Chicago,US
MO24,,Lonesome Sky Airport,40.142775,-95.388311,America/Chicago,US
MO26,,Peterson Farm Airport,39.393891,-94.353003,America/Chicago,US
MO27,,Ccc Airport,39.735281,-94.192722,America/Chicago,US
MO29,,Inter-State Airport,38.771856,-94.3337,America/Chicago,US
MO30,,Harbour Airport,38.269954,-92.811747,America/Chicago,US
MO31,,Robert Jones Airport,37.050006,-93.072856,America/Chicago,US
MO32,,Table Rock Airport,36.529411,-93.676969,America/Chicago,US
MO33,,Barlet's Base Airport,37.129725,-94.253219,America/Chicago,US
MO37,,Ridgeview Ranch Airport,38.723067,-94.381894,America/Chicago,US
MO39,,Baldwin Airport,39.111586,-91.041506,America/Chicago,US
MO43,,Wilkins Airport,38.968701,-91.443306,America/Chicago,US
MO45,,Sky-Vu Airport,38.892222,-91.565997,America/Chicago,US
MO48,,Red Oak Airport,38.337308,-91.421386,America/Chicago,US
MO49,,Five Mile Airport,36.969314,-94.577243,America/Chicago,US
MO51,,Schaback Strip,39.423988,-94.847628,America/Chicago,US
MO56,,Lost Mine Airport,36.514231,-92.640166,America/Chicago,US
MO58,,Waldemer Flying W Ranch Airport,36.65839,-90.640395,America/Chicago,US
MO64,,Kimberling Airport,36.609786,-93.444631,America/Chicago,US
MO65,,Misty Meadows Airport,36.583397,-93.102956,America/Chicago,US
MO66,,Linden Air Airport,37.058989,-93.145297,America/Chicago,US
MO67,,Hayes Field,36.711167,-90.313995,America/Chicago,US
MO68,,Eads Ridge Airport,37.405322,-93.099628,America/Chicago,US
MO71,,Block Air Village Airport,39.463342,-94.416351,America/Chicago,US
MO72,,Flying 'J' Ranch Airport,37.038975,-90.858567,America/Chicago,US
MO73,,Rolling Shoals Farm Airport,36.987552,-90.558449,America/Chicago,US
MO74,,Cedar Creek Airport,38.919133,-92.163428,America/Chicago,US
MO75,,Brownsberger Airport,38.305022,-94.053276,America/Chicago,US
MO77,,Arnika Ranch Airport,36.975054,-92.542666,America/Chicago,US
MO78,,Stickle Cattle Farms Airport,38.316711,-91.7835,America/Chicago,US
MO80,,Oak Ridge Airpark,37.160607,-92.323496,America/Chicago,US
MO81,,Dove Airstrip,37.670883,-90.614846,America/Chicago,US
MO82,,Howard Airport,40.408925,-92.056844,America/Chicago,US
MO84,,Viburnum Airport,37.716713,-91.133467,America/Chicago,US
MO85,,Wells Airport,37.265758,-92.837193,America/Chicago,US
MO86,,Sanctuary Airport,38.959722,-91.303889,America/Chicago,US
MO87,,Powis Airport,38.945841,-94.161891,America/Chicago,US
MO89,,Christian Outreach Airfield,38.304219,-90.527154,America/Chicago,US
MO93,,Keeven Air Ranch Airport,39.044819,-91.148094,America/Chicago,US
MO94,,Starr Airport,39.499998,-94.580232,America/Chicago,US
MO95,,Coose Field,37.393949,-93.959968,America/Chicago,US
MO98,,Williams Airport,38.713065,-94.584954,America/Chicago,US
MO99,,Miller Airport,38.116419,-93.077139,America/Chicago,US
MP00,,Cap Justiniano Montenegro Airport,7.55688,-80.0233,America/Panama,PA
MP01,,Finca Ceiba Airport,8.355,-82.8364,America/Panama,PA
MP02,,Finca 45 Airport,9.54333,-82.7338,America/Panama,PA
MP03,,La Cabezona Airport,8.33839,-82.5035,America/Panama,PA
MP17,,Finca 67 Airport,9.43441,-82.4991,America/Panama,PA
MP18,,Penonome Airport,8.50383,-80.3603,America/Panama,PA
MP21,,Alvaro Berroa Airport,8.77039,-82.6644,America/Panama,PA
MP22,,Ingenio Santa Rosa Airport,8.19522,-80.6587,America/Panama,PA
MP23,,Calzada Larga Airport,9.16628,-79.5451,America/Panama,PA
MP24,,Chame Airport,8.58846,-79.8897,America/Panama,PA
MP26,,Punta Cocos Airport,8.22485,-78.9044,America/Panama,PA
MP27,,Deborah Airport,9.51614,-82.5955,America/Panama,PA
MPBO,BOC,Bocas Del Toro International Airport,9.34085,-82.2508,America/Panama,PA
MPCE,CTD,Alonso Valderrama Airport,7.98784,-80.4097,America/Panama,PA
MPCH,CHX,Cap Manuel Nino International Airport,9.45864,-82.5168,America/Panama,PA
MPDA,DAV,Enrique Malek International Airport,8.391,-82.435,America/Panama,PA
MPEJ,ONX,Enrique Adolfo Jimenez Airport,9.35664,-79.8674,America/Panama,PA
MPFS,,Fort Sherman Airport,9.36509,-79.9498,America/Panama,PA
MPJE,JQE,Jaque Airport,7.51778,-78.1572,America/Panama,PA
MPLP,,Captain Ramon Xatruch Airport,8.40667,-78.1417,America/Panama,PA
MPMG,PAC,Marcos A. Gelabert International Airport,8.97334,-79.5556,America/Panama,PA
MPNU,,Augusto Vergara Airport,7.85738,-80.2761,America/Panama,PA
MPOA,PUE,Puerto Obaldia Airport,8.68626,-77.5244,America/Panama,PA
MPPA,BLB,Howard/Panama Pacifico International Airport,8.91479,-79.5996,America/Panama,PA
MPRH,,Río Hato Airport,8.37333,-80.12833,America/Panama,PA
MPSA,SYP,Ruben Cantu Airport,8.0856,-80.9453,America/Panama,PA
MPSM,RIH,Cap Scarlet R. Martínez L. Airport,8.38,-80.12967,America/Panama,PA
MPTO,PTY,Tocumen International Airport,9.07136,-79.3835,America/Panama,PA
MPVR,PVE,El Porvenir Airport,9.56342,-79.0041,America/Panama,PA
MPWN,NBL,San Blas Airport,9.4496,-78.9795,America/Panama,PA
MPZL,,Finca 32 Airport,9.42709,-82.5627,America/Panama,PA
MRAD,,Aerodamas Airport,9.45778,-84.209,America/Costa_Rica,CR
MRAF,ACO,Cobano Airport,9.693365,-85.091216,America/Costa_Rica,CR
MRAJ,,Aranjuez Airport,10.05,-84.8,America/Costa_Rica,CR
MRAM,,Amubri Airport,9.52163,-82.9547,America/Costa_Rica,CR
MRAN,FON,Arenal Airport,10.478,-84.6345,America/Costa_Rica,CR
MRAO,TTQ,Aerotortuguero Airport,10.569,-83.5148,America/Costa_Rica,CR
MRAR,,Atirro Airport,9.85,-83.65,America/Costa_Rica,CR
MRAT,,Altamira de San Carlos Airport,10.5167,-84.3667,America/Costa_Rica,CR
MRBA,BAI,Buenos Aires Airport,9.16361,-83.3299,America/Costa_Rica,CR
MRBB,,Babilonia Airport,10.13333,-83.58334,America/Costa_Rica,CR
MRBC,BCL,Barra del Colorado Airport,10.7687,-83.5856,America/Costa_Rica,CR
MRBM,,Bremen Airport,10.2195,-83.5845,America/Costa_Rica,CR
MRBN,,Bataan (Monte Libano) Airport,10.08333,-83.31667,America/Costa_Rica,CR
MRBO,,Boca Naranjo Airport,9.39196,-84.1259,America/Costa_Rica,CR
MRBP,,Barra de Parismina Airport,10.3,-83.35,America/Costa_Rica,CR
MRCA,,Codela Airport,10.414,-85.0917,America/Costa_Rica,CR
MRCC,OTR,Coto 47 Airport,8.60156,-82.9686,America/Costa_Rica,CR
MRCE,,Carate Airport,8.44511,-83.465,America/Costa_Rica,CR
MRCH,JAP,Chacarita Airport,9.98141,-84.7727,America/Costa_Rica,CR
MRCI,,Ciruelas Airport,10.51667,-85.35,America/Costa_Rica,CR
MRCL,,Coyolar Airport,10.66722,-85.51139,America/Costa_Rica,CR
MRCO,,El Cerrito Airport,10.4536,-85.5582,America/Costa_Rica,CR
MRCR,RIK,Carrillo Airport,9.87051,-85.4814,America/Costa_Rica,CR
MRCV,,Cabo Velas Airport,10.3557,-85.8529,America/Costa_Rica,CR
MRCZ,,Carrizal Airport,10.0876,-84.1695,America/Costa_Rica,CR
MRDC,,Duacari 2 Airport,10.3515,-83.6305,America/Costa_Rica,CR
MRDD,,Don Diego Airport,9.55,-82.88333,America/Costa_Rica,CR
MRDK,DRK,Drake Bay Airport,8.71889,-83.6417,America/Costa_Rica,CR
MRDM,,Dos Marias Airport,9.92791,-84.99,America/Costa_Rica,CR
MRDO,,Dieciocho Airport,8.9037,-83.4298,America/Costa_Rica,CR
MREC,,El Carmen de Siquirres Airport,10.202,-83.4722,America/Costa_Rica,CR
MRED,,El Descanso de Poco Sol Airport,10.8667,-84.5333,America/Costa_Rica,CR
MREO,,El Ceibo Airport,10.53333,-83.85,America/Costa_Rica,CR
MRER,,El Ron Ron Airport,10.3003,-84.4501,America/Costa_Rica,CR
MRET,,Esterillos / Finca Airport,9.53333,-84.46667,America/Costa_Rica,CR
MRFD,,Finca Delicias Airport,8.94483,-83.559,America/Costa_Rica,CR
MRFI,,Finca 10 / Nuevo Palmar Sur Airport,8.91635,-83.5073,America/Costa_Rica,CR
MRFL,FMG,Flamingo Airport,10.4186,-85.7827,America/Costa_Rica,CR
MRFP,,Frutez - Pital Airport,10.4474,-84.369,America/Costa_Rica,CR
MRFS,,Finca 63 (Coto 63) Airport,8.6525,-83.0653,America/Costa_Rica,CR
MRGA,,Garza Airport,9.9167,-85.6333,America/Costa_Rica,CR
MRGF,GLF,Golfito Airport,8.65401,-83.1822,America/Costa_Rica,CR
MRGP,GPL,Guapiles Airport,10.2172,-83.797,America/Costa_Rica,CR
MRGT,,Guatuso Airport,10.68333,-84.83334,America/Costa_Rica,CR
MRHG,,Hacienda Rancho Grande Airport,10.45,-84.08334,America/Costa_Rica,CR
MRHH,,Hacienda Homuha Airport,10.8,-84.36667,America/Costa_Rica,CR
MRHO,,Hacienda Rio Cuarto Airport,10.56667,-84.15,America/Costa_Rica,CR
MRHP,,Hacienda La Pacifica Airport,10.45,-85.15,America/Costa_Rica,CR
MRHS,,Hacienda La Suerte Airport,10.45,-83.66666,America/Costa_Rica,CR
MRIA,PBP,Islita Airport,9.85611,-85.3708,America/Costa_Rica,CR
MRIS,,Las Islas Airport,10.5583,-83.9741,America/Costa_Rica,CR
MRJO,,Jaco Airport,9.55527,-84.5564,America/Costa_Rica,CR
MRLA,,La Zampona Airport,10.26667,-85.43333,America/Costa_Rica,CR
MRLB,LIR,Daniel Oduber Quiros International Airport,10.5933,-85.5444,America/Costa_Rica,CR
MRLC,LSL,Los Chiles Airport,11.0353,-84.7061,America/Costa_Rica,CR
MRLE,,Laurel Airport,8.44041,-82.9065,America/Costa_Rica,CR
MRLF,,La Flor Airport,10.65,-85.533,America/Costa_Rica,CR
MRLG,,La Garroba Airport,10.8,-84.91666,America/Costa_Rica,CR
MRLI,,La Ligia Airport,9.51527,-84.3015,America/Costa_Rica,CR
MRLL,,Las Lomas Airport,10.06667,-83.58334,America/Costa_Rica,CR
MRLM,LIO,Limon International Airport,9.95796,-83.022,America/Costa_Rica,CR
MRLN,,La Guinea Airport,10.4207,-85.472,America/Costa_Rica,CR
MRLP,,Las Piedras Airport,10.36667,-85.2,America/Costa_Rica,CR
MRLT,,Las Trancas Airport,10.567,-85.6,America/Costa_Rica,CR
MRLV,,La Cueva Airport,10.6812,-85.5281,America/Costa_Rica,CR
MRLY,,La Yolanda Airport,9.55,-84.56667,America/Costa_Rica,CR
MRLZ,,La Zopilota Airport,10.4836,-85.462,America/Costa_Rica,CR
MRMA,,Monte Alto Airport,10.08333,-85.26667,America/Costa_Rica,CR
MRMC,,Murcielago Airport,10.91667,-85.71667,America/Costa_Rica,CR
MRMJ,CSC,Mojica Airport,10.4307,-85.1746,America/Costa_Rica,CR
MRNC,NCT,Guanacaste Airport,10.1394,-85.4458,America/Costa_Rica,CR
MRNS,NOB,Nosara Airport,9.97649,-85.653,America/Costa_Rica,CR
MROC,SJO,Juan Santamaria International Airport,9.99386,-84.2088,America/Costa_Rica,CR
MRPA,,Palo Arco Airport,9.85141,-85.2379,America/Costa_Rica,CR
MRPB,,Playa Blanca (J. W. Berteus) Airport,8.65,-83.433,America/Costa_Rica,CR
MRPC,,Paso Canoas Airport,8.95778,-83.5503,America/Costa_Rica,CR
MRPD,,Pandora Airport,9.73217,-82.9832,America/Costa_Rica,CR
MRPJ,PJM,Puerto Jimenez Airport,8.53333,-83.3,America/Costa_Rica,CR
MRPL,,Portalon Airport,9.35798,-83.9795,America/Costa_Rica,CR
MRPM,PMZ,Palmar Sur Airport,8.95103,-83.4686,America/Costa_Rica,CR
MRPN,,Pelon Nuevo Airport,10.4867,-85.4142,America/Costa_Rica,CR
MRPO,,Punta Banco Airport,8.35731,-83.1369,America/Costa_Rica,CR
MRPP,,Playa Pajaros Airport,9.85831,-84.6944,America/Costa_Rica,CR
MRPS,,Penas Blancas Airport,10.3156,-85.678,America/Costa_Rica,CR
MRPT,,Agropecuaria Playa Caletas Airport,9.73333,-85.23333,America/Costa_Rica,CR
MRPV,SYQ,Tobias Bolanos International Airport,9.95705,-84.1398,America/Costa_Rica,CR
MRPY,,Playa Ballena Airport,9.12242,-83.7064,America/Costa_Rica,CR
MRQA,,Quebrada Azul Airport,10.4,-84.48333,America/Costa_Rica,CR
MRQP,XQP,Quepos Managua Airport,9.44316,-84.1298,America/Costa_Rica,CR
MRRF,RFR,Rio Frio / Progreso Airport,10.3274,-83.8876,America/Costa_Rica,CR
MRRH,,Rancho Humo Airport,10.31667,-85.33334,America/Costa_Rica,CR
MRRN,,Rancho Nuevo Airport,9.56667,-84.51667,America/Costa_Rica,CR
MRRX,,Roxana Farms Airport,10.3082,-83.7543,America/Costa_Rica,CR
MRSA,,San Alberto Airport,10.1466,-83.4882,America/Costa_Rica,CR
MRSB,,San Cristobal Airport,10.5,-84.56667,America/Costa_Rica,CR
MRSC,,Santa Cruz Airport,10.2738,-85.5915,America/Costa_Rica,CR
MRSF,,Santa Fe Airport,9.3,-83.61667,America/Costa_Rica,CR
MRSG,,Santa Clara De Guapiles Airport,10.2883,-83.7135,America/Costa_Rica,CR
MRSH,,Shiroles Airport,9.58077,-82.9599,America/Costa_Rica,CR
MRSI,IPZ,San Isidro del General Airport,9.35262,-83.7131,America/Costa_Rica,CR
MRSL,,Salama Airport,8.833,-83.25,America/Costa_Rica,CR
MRSM,,Santa Marta Airport,9.91667,-84.61667,America/Costa_Rica,CR
MRSO,,Santa Maria De Guacimo Airport,10.267,-83.617,America/Costa_Rica,CR
MRSP,,San Pedro Airport,10.4179,-83.753,America/Costa_Rica,CR
MRSQ,,Sarapigui Airport,10.4719,-83.907,America/Costa_Rica,CR
MRSR,,Playa Samara Airport,10.25,-85.417,America/Costa_Rica,CR
MRST,,San Agustin Airport,10.06667,-84.88333,America/Costa_Rica,CR
MRSV,TOO,San Vito De Java Airport,8.82611,-82.9589,America/Costa_Rica,CR
MRSX,,Sixaola Airport,9.50322,-82.6328,America/Costa_Rica,CR
MRTB,,Ticaban Airport,10.36667,-83.85,America/Costa_Rica,CR
MRTG,,Taboga Airport,10.35,-85.2,America/Costa_Rica,CR
MRTL,,Talolinga Airport,10.3084,-85.4684,America/Costa_Rica,CR
MRTM,TNO,Tamarindo De Santa Cruz Airport,10.3135,-85.8155,America/Costa_Rica,CR
MRTR,TMU,Tambor Airport,9.73852,-85.0138,America/Costa_Rica,CR
MRUP,UPL,Upala Airport,10.8922,-85.0162,America/Costa_Rica,CR
MRYT,,Yucatica Airport,10.33333,-83.66666,America/Costa_Rica,CR
MRZP,,Zapotal De Guanacaste Airport,9.99401,-85.3102,America/Costa_Rica,CR
MS03,,Christmas Flying Service Airport,33.924277,-90.787045,America/Chicago,US
MS06,,Linwood Airport,32.790412,-90.138142,America/Chicago,US
MS08,,Harrell Field,32.473889,-89.851778,America/Chicago,US
MS09,,Glidwell Flying Service Airport,34.101776,-90.701212,America/Chicago,US
MS11,,Mohr Farm Airport,32.208482,-89.941748,America/Chicago,US
MS13,,Eifling Farms Airport,33.075679,-90.953436,America/Chicago,US
MS14,,John Farese Airpark,34.813889,-89.199617,America/Chicago,US
MS20,,Mach 1 Jet Port Airport,32.44854,-89.905293,America/Chicago,US
MS21,,Lester Field,33.332065,-90.582035,America/Chicago,US
MS26,,Cedar Creek Air Ranch Airport,30.802222,-88.5475,America/Chicago,US
MS29,,Pace Airstrip,32.601944,-89.863889,America/Chicago,US
MS30,,Abide Airpark,33.302117,-90.990061,America/Chicago,US
MS33,,Browns Airport,33.980631,-90.166908,America/Chicago,US
MS35,,Wade Airport,32.981236,-90.965381,America/Chicago,US
MS36,,Supplejack Airport,32.65,-89.970833,America/Chicago,US
MS37,,West Bolivar Flying Service Airport,33.653446,-90.988994,America/Chicago,US
MS39,,Smith County Airport,31.820993,-89.458399,America/Chicago,US
MS40,,Southland Flying Service Inc Airport,33.225556,-90.246667,America/Chicago,US
MS41,,Flying Y Service Airport,34.003025,-90.425881,America/Chicago,US
MS43,,Whitaker Airport,32.551805,-90.83038,America/Chicago,US
MS44,,Fighting Bayou Airport,33.69625,-90.431111,America/Chicago,US
MS45,,Bhllc Airport,32.156263,-91.124554,America/Chicago,US
MS48,,George Ford Airport,30.62189,-89.697,America/Chicago,US
MS50,,Clay Airport,31.579336,-90.111197,America/Chicago,US
MS51,,Memory Landing Airport,31.555692,-90.40287,America/Chicago,US
MS55,,Schloss Adlers Airport,34.81093,-89.578414,America/Chicago,US
MS57,,Fred Netterville Lumber Company/Wilkinson Commnty Airport,31.220636,-91.2456,America/Chicago,US
MS58,,Tullos Field,32.165427,-90.043972,America/Chicago,US
MS59,,Valley Of The Moon Airport,31.997,-90.842167,America/Chicago,US
MS61,,Ellis Field,30.630381,-89.732617,America/Chicago,US
MS62,,Frisbee Lndg Airport,32.628292,-90.865456,America/Chicago,US
MS63,,Rye Field,34.054274,-88.371153,America/Chicago,US
MS64,,Vaiden Landing Airport,34.848342,-89.877992,America/Chicago,US
MS65,,Delta Flying Service Inc Airport,34.940491,-90.201557,America/Chicago,US
MS69,,Falcon Field,32.108762,-90.046472,America/Chicago,US
MS70,,Mc Lain - Calico Airport,32.735412,-88.925888,America/Chicago,US
MS71,,Slobovia Outernational Airport,32.495141,-90.292868,America/Chicago,US
MS75,,Lewis Airport,33.014013,-91.038994,America/Chicago,US
MS76,,Wade Field,33.774869,-89.244775,America/Chicago,US
MS77,,Lang Flying Service Airport,33.331787,-90.643148,America/Chicago,US
MS80,,Hasting Airpark,34.001906,-89.315094,America/Chicago,US
MS82,,Shade Tree Field,30.510472,-89.147264,America/Chicago,US
MS88,,Oreck Airport,30.77755,-89.726123,America/Chicago,US
MS90,,Flowood Industrial Airport,32.315556,-90.143611,America/Chicago,US
MS92,,Paul's Flying Svc Airport,34.513915,-90.378663,America/Chicago,US
MS93,,Hooper Skylark Field,30.726578,-89.731736,America/Chicago,US
MS95,,Dorr Field,33.847334,-90.725098,America/Chicago,US
MS96,,Barrett Field,32.766801,-89.10006,America/Chicago,US
MSAC,,La Aramuaca Airport,13.44799,-88.12011,America/El_Salvador,SV
MSBS,,Barillas Airport,13.26526,-88.49913,America/El_Salvador,SV
MSCD,,Ceiba Doblada Airport,13.21301,-88.60281,America/El_Salvador,SV
MSCH,,La Chepona Airport,13.1881,-88.4116,America/El_Salvador,SV
MSCM,,Corral De Mulas Airport,13.20559,-88.54734,America/El_Salvador,SV
MSCN,,Casas Nuevas Airport,13.30997,-88.50587,America/El_Salvador,SV
MSCR,,La Carrera Airport,13.3287,-88.52092,America/El_Salvador,SV
MSES,,Espiritu Santo Airport,13.21932,-88.55405,America/El_Salvador,SV
MSET,,El Tamarindo Airport,13.1626,-87.9048,America/El_Salvador,SV
MSJC,,El Jocotillo Airport,13.58615,-89.74652,America/El_Salvador,SV
MSLC,,La Cabana Airport,14.00981,-89.18476,America/El_Salvador,SV
MSLD,,Los Comandos Airport,13.7262,-88.1067,America/El_Salvador,SV
MSLG,,La Gloria Airport,13.71474,-89.19135,America/El_Salvador,SV
MSLM,,Las Mesas Airport,13.48707,-89.19266,America/El_Salvador,SV
MSLP,SAL,El Salvador International Airport,13.4409,-89.0557,America/El_Salvador,SV
MSPT,,El Platanar Airport,13.9453,-89.0628,America/El_Salvador,SV
MSRC,,El Ronco Airport,14.31872,-89.5069,America/El_Salvador,SV
MSSA,,El Palmer Airport,14.06722,-89.63222,America/El_Salvador,SV
MSSJ,,Punta San Juan Airport,13.17873,-88.47316,America/El_Salvador,SV
MSSM,,El Papalon Airport,13.4441,-88.127,America/El_Salvador,SV
MSSN,,San Ramon Airport,13.19747,-87.96091,America/El_Salvador,SV
MSSS,ILS,Ilopango International Airport,13.6995,-89.1199,America/El_Salvador,SV
MSZT,,El Zapote Airport,13.70795,-90.02627,America/El_Salvador,SV
MT01,,Owen Bros Airport,47.616692,-110.092533,America/Denver,US
MT03,,Lakeside Airport,47.993408,-114.224306,America/Denver,US
MT04,,Olfert Airport,48.40419,-106.008904,America/Denver,US
MT05,,Laird Ranch Airport,45.668051,-104.703293,America/Denver,US
MT06,,Duncan Airport,46.570211,-112.175007,America/Denver,US
MT08,,Zortman Airport,47.908333,-108.500278,America/Denver,US
MT13,,Ostlunds Airport,45.676021,-108.570635,America/Denver,US
MT15,,Fort Harrison Army Air Field,46.624986,-112.110986,America/Denver,US
MT18,,Torres Airport,48.28995,-114.182867,America/Denver,US
MT19,,Hoversland Airport,47.591047,-114.052332,America/Denver,US
MT21,,Lander's Fork Ranch Airport,47.053611,-112.546111,America/Denver,US
MT22,,Fjb Airstrip,46.345021,-113.620535,America/Denver,US
MT24,,Clover Crest Airpark,46.370717,-111.285456,America/Denver,US
MT26,,Danford Field,48.150719,-114.166831,America/Denver,US
MT29,,Sunday Creek Airpark,46.478892,-105.858338,America/Denver,US
MT30,,Trapper Creek Strip,45.940198,-114.137029,America/Denver,US
MT32,,Ckye Field,46.538811,-114.039826,America/Denver,US
MT34,,Ponderosa Airport,46.049028,-111.320833,America/Denver,US
MT36,,Ottertail Lake Airport,45.818929,-111.695886,America/Denver,US
MT37,,Sanders Airport,48.124678,-114.240403,America/Denver,US
MT38,,Swank Airport,48.403355,-105.156647,America/Denver,US
MT40,,Husky Ranch Airport,45.787778,-108.727222,America/Denver,US
MT41,,Jefco Skypark Airport,45.87826,-112.117217,America/Denver,US
MT42,,Hasskamp Airport,45.910484,-111.513858,America/Denver,US
MT43,,Klies Air Strip,46.346319,-112.343626,America/Denver,US
MT45,,Castleberry Airport,45.908887,-104.576064,America/Denver,US
MT46,,M4 Strip,46.547292,-111.889722,America/Denver,US
MT48,,Flying Y Ranch Airport,45.426569,-110.656039,America/Denver,US
MT49,,Horner Field,47.593617,-111.270037,America/Denver,US
MT50,,Lanning Ranch Airport,45.087764,-104.819415,America/Denver,US
MT51,,Zerbe Airport,48.276966,-105.96168,America/Denver,US
MT52,,Nine Mile Airport,47.077701,-114.412621,America/Denver,US
MT53,,Carson Field,48.094674,-114.851528,America/Denver,US
MT54,,Weaver Airport,48.243851,-114.244295,America/Denver,US
MT56,,Flying Dog Airpark,45.735346,-108.684613,America/Denver,US
MT57,,Landing Pointe Airport,45.733596,-108.674158,America/Denver,US
MT58,,Nelson Airport,47.766675,-106.188079,America/Denver,US
MT60,,Langton Airstrip,48.814415,-114.354029,America/Denver,US
MT61,,Taylor Homestead Airport,48.092824,-114.157961,America/Denver,US
MT62,,Jefferson River Airport,45.608981,-112.328004,America/Denver,US
MT63,,Dog Leg Airport,46.584451,-111.778535,America/Denver,US
MT65,,Smithfield Airport,47.116944,-109.376389,America/Denver,US
MT66,,Parcel Six Ranch Airport,46.624931,-113.935903,America/Denver,US
MT68,,Montfort Ranch Airport,45.193345,-111.716805,America/Denver,US
MT69,,Littlebear Airport,47.727725,-115.464614,America/Denver,US
MT71,,Edsall Field,45.724097,-111.043003,America/Denver,US
MT72,,Hedditch Airport,46.346033,-114.176209,America/Denver,US
MT73,,Wolf Creek Airport,47.237854,-110.176377,America/Denver,US
MT77,,Peterson Ranch Airport,47.608301,-110.905509,America/Denver,US
MT79,,Sand Creek Wildlife Station Airport,47.584155,-108.709041,America/Denver,US
MT80,,Vine Airport,48.043073,-105.608888,America/Denver,US
MT81,,Petty Creek Mountain Ranch Airport,46.909485,-114.465374,America/Denver,US
MT82,,Wildcat Field,46.285556,-113.518056,America/Denver,US
MT83,,Ten Mile Airport,46.5716,-112.18084,America/Denver,US
MT84,,Candylands Airport,47.793368,-114.306591,America/Denver,US
MT86,,Bar E Airport,47.162778,-112.115972,America/Denver,US
MT89,,Sands Airport,48.257888,-114.173417,America/Denver,US
MT92,,Garoutte Ranch Airport,45.656014,-109.411264,America/Denver,US
MT94,,Ousel Falls Airport,45.246595,-111.328568,America/Denver,US
MT95,,Sky Ranch Airport,48.1169,-114.185955,America/Denver,US
MT96,,Ram Ranch Runway Airport,46.471808,-112.240014,America/Denver,US
MTCA,CYA,Les Cayes Airport,18.2711,-73.7883,America/Port-au-Prince,HT
MTCH,CAP,Cap Haitien International Airport,19.733,-72.1947,America/Port-au-Prince,HT
MTJA,JAK,Jacmel Airport,18.2411,-72.5185,America/Port-au-Prince,HT
MTJE,JEE,Jeremie Airport,18.6631,-74.1703,America/Port-au-Prince,HT
MTPP,PAP,Toussaint Louverture International Airport,18.58,-72.2925,America/Port-au-Prince,HT
MTPX,,Port-de-Paix Airport,19.9336,-72.8486,America/Port-au-Prince,HT
MTRH,,Trojes Airport,15.40444,-86.68278,America/Tegucigalpa,HN
MU00,,Samuel L Clemens Memorial Airport,39.444484,-91.951835,America/Chicago,US
MU02,,C E F Airport,38.80977,-91.10348,America/Chicago,US
MU04,,Broadwater Airport,36.58978,-89.920089,America/Chicago,US
MU06,,Shorten Airfield,39.931747,-92.575156,America/Chicago,US
MU07,,Angle Bar M Airport,38.39474,-94.310226,America/Chicago,US
MU09,,Hester Airport,40.466658,-95.021086,America/Chicago,US
MU11,,Eagle's Landing Airport,38.220861,-93.015474,America/Chicago,US
MU13,,Wray Airfield,40.469132,-94.716465,America/Chicago,US
MU14,,Pepper Field,38.299572,-91.689614,America/Chicago,US
MU18,,Stark Airport,38.781039,-91.164503,America/Chicago,US
MU20,,Robbins Airport,38.945564,-93.964666,America/Chicago,US
MU21,,Miller Farm Airport,38.523658,-91.517663,America/Chicago,US
MU22,,Joseph Scott Airport,37.688678,-90.194267,America/Chicago,US
MU23,,White Cloud Flying Field,39.030594,-92.391849,America/Chicago,US
MU24,,Brass Lantern Airpark,36.571731,-93.036843,America/Chicago,US
MU25,,Piney Bend Airport,37.437823,-91.949322,America/Chicago,US
MU26,,Robinson Airport,38.770847,-94.558994,America/Chicago,US
MU27,,Woodfield Airpark Inc Airport,37.468101,-93.929382,America/Chicago,US
MU31,,Saunders Field,39.793542,-94.436361,America/Chicago,US
MU32,,Sugar Branch Airport,38.951148,-92.447406,America/Chicago,US
MU35,,Tallen Airport,40.267491,-94.786635,America/Chicago,US
MU38,,Milan-Bogard Skyport Airport,40.178331,-93.130785,America/Chicago,US
MU41,,Ingram Airport,36.7952,-93.899517,America/Chicago,US
MU48,,Sunburst Ranch Airport,36.648395,-92.220435,America/Chicago,US
MU57,,Flib Field,37.518574,-92.816926,America/Chicago,US
MU62,,Hilltop Airport,38.563346,-94.591066,America/Chicago,US
MU63,,Blumenstetter Airport,37.435044,-93.066849,America/Chicago,US
MU65,,Lakeside Airport,37.769496,-90.465679,America/Chicago,US
MU68,,Eu-Wish Airport,38.668613,-91.53599,America/Chicago,US
MU70,,Skyview Airport,36.995054,-93.138792,America/Chicago,US
MU73,,Spencer Field,36.926394,-93.289389,America/Chicago,US
MU77,,Aero Britton Airport,39.129197,-92.730739,America/Chicago,US
MU78,,Taylor Field,37.847964,-92.188933,America/Chicago,US
MU83,,Air Port Hudson Airport,38.50544,-91.248397,America/Chicago,US
